L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,74,0,1,,37,,36,0.00%,1.35%,50.00%,48.65%
Il docente è reperibile per chiarimenti e spiegazioni?,,74,1,2,,29,,42,1.35%,2.70%,39.19%,56.76%
E' interessato/a agli argomenti trattati nell'insegnamento?,,74,2,9,,39,,24,2.70%,12.16%,52.70%,32.43%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,788431 - Nome insegnamento,,,,,,,,,,,
UD:,833528 - Nome modulo,,,,,,,,,,,
Docente:,276520 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,96,2,12,,38,,44,2.08%,12.50%,39.58%,45.83%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,96,0,3,,47,,46,0.00%,3.13%,48.96%,47.92%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,96,4,9,,44,,39,4.17%,9.38%,45.83%,40.63%
Le modalità di esame sono state definite in modo chiaro?,,96,0,4,,28,,64,0.00%,4.17%,29.17%,66.67%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,96,0,0,,26,,70,0.00%,0.00%,27.08%,72.92%
Il docente stimola/motiva l'interesse verso la disciplina?,,96,0,3,,45,,48,0.00%,3.13%,46.88%,50.00%
Il docente espone gli argomenti in modo chiaro?,,96,1,2,,40,,53,1.04%,2.08%,41.67%,55.21%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,84,3,11,,36,,34,3.57%,13.10%,42.86%,40.48%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,96,0,1,,49,,46,0.00%,1.04%,51.04%,47.92%
Il docente è reperibile per chiarimenti e spiegazioni?,,96,1,6,,41,,48,1.04%,6.25%,42.71%,50.00%
E' interessato/a agli argomenti trattati nell'insegnamento?,,96,0,7,,42,,47,0.00%,7.29%,43.75%,48.96%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,573543 - Nome insegnamento,,,,,,,,,,,
UD:,997495 - Nome modulo,,,,,,,,,,,
Docente:,893718 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,32,5,8,,11,,8,15.63%,25.00%,34.38%,25.00%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,32,3,7,,14,,8,9.38%,21.88%,43.75%,25.00%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,32,4,9,,12,,7,12.50%,28.13%,37.50%,21.88%
Le modalità di esame sono state definite in modo chiaro?,,32,3,5,,11,,13,9.38%,15.63%,34.38%,40.63%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,32,1,1,,11,,19,3.13%,3.13%,34.38%,59.38%
Il docente stimola/motiva l'interesse verso la disciplina?,,32,6,12,,11,,3,18.75%,37.50%,34.38%,9.38%
Il docente espone gli argomenti in modo chiaro?,,32,6,13,,9,,4,18.75%,40.63%,28.13%,12.50%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,32,3,7,,13,,9,9.38%,21.88%,40.63%,28.13%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,32,1,4,,15,,12,3.13%,12.50%,46.88%,37.50%
Il docente è reperibile per chiarimenti e spiegazioni?,,32,1,1,,12,,18,3.13%,3.13%,37.50%,56.25%
E' interessato/a agli argomenti trattati nell'insegnamento?,,32,3,6,,19,,4,9.38%,18.75%,59.38%,12.50%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,810160 - Nome insegnamento,,,,,,,,,,,
UD:,139994 - Nome modulo,,,,,,,,,,,
Docente:,689695 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,118,4,32,,65,,17,3.39%,27.12%,55.08%,14.41%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,118,2,7,,50,,59,1.69%,5.93%,42.37%,50.00%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,118,0,11,,57,,50,0.00%,9.32%,48.31%,42.37%
Le modalità di esame sono state definite in modo chiaro?,,118,2,7,,37,,72,1.69%,5.93%,31.36%,61.02%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,118,0,1,,37,,80,0.00%,0.85%,31.36%,67.80%
Il docente stimola/motiva l'interesse verso la disciplina?,,118,1,12,,53,,52,0.85%,10.17%,44.92%,44.07%
Il docente espone gli argomenti in modo chiaro?,,118,2,13,,67,,36,1.69%,11.02%,56.78%,30.51%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,116,0,10,,60,,46,0.00%,8.62%,51.72%,39.66%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,118,1,1,,45,,71,0.85%,0.85%,38.14%,60.17%
Il docente è reperibile per chiarimenti e spiegazioni?,,118,0,1,,35,,82,0.00%,0.85%,29.66%,69.49%
E' interessato/a agli argomenti trattati nell'insegnamento?,,118,0,11,,59,,48,0.00%,9.32%,50.00%,40.68%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,389608 - Nome insegnamento,,,,,,,,,,,
UD:,488934 - Nome modulo,,,,,,,,,,,
Docente:,683905 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,47,0,6,,26,,15,0.00%,12.77%,55.32%,31.91%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,47,5,16,,21,,5,10.64%,34.04%,44.68%,10.64%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,47,5,10,,24,,8,10.64%,21.28%,51.06%,17.02%
Le modalità di esame sono state definite in modo chiaro?,,47,0,8,,23,,16,0.00%,17.02%,48.94%,34.04%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,47,2,4,,23,,18,4.26%,8.51%,48.94%,38.30%
Il docente stimola/motiva l'interesse verso la disciplina?,,47,6,17,,17,,7,12.77%,36.17%,36.17%,14.89%
Il docente espone gli argomenti in modo chiaro?,,47,6,15,,20,,6,12.77%,31.91%,42.55%,12.77%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,46,4,13,,19,,10,8.70%,28.26%,41.30%,21.74%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,47,1,3,,29,,14,2.13%,6.38%,61.70%,29.79%
Il docente è reperibile per chiarimenti e spiegazioni?,,47,0,5,,20,,22,0.00%,10.64%,42.55%,46.81%
E' interessato/a agli argomenti trattati nell'insegnamento?,,47,2,6,,25,,14,4.26%,12.77%,53.19%,29.79%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,791607 - Nome insegnamento,,,,,,,,,,,
UD:,378584 - Nome modulo,,,,,,,,,,,
Docente:,849090 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,77,1,9,,41,,26,1.30%,11.69%,53.25%,33.77%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,77,1,11,,44,,21,1.30%,14.29%,57.14%,27.27%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,77,0,6,,34,,37,0.00%,7.79%,44.16%,48.05%
Le modalità di esame sono state definite in modo chiaro?,,77,0,4,,24,,49,0.00%,5.19%,31.17%,63.64%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,77,1,2,,23,,51,1.30%,2.60%,29.87%,66.23%
Il docente stimola/motiva l'interesse verso la disciplina?,,77,4,5,,34,,34,5.19%,6.49%,44.16%,44.16%
Il docente espone gli argomenti in modo chiaro?,,77,1,4,,33,,39,1.30%,5.19%,42.86%,50.65%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,75,0,3,,26,,46,0.00%,4.00%,34.67%,61.33%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,77,0,0,,37,,40,0.00%,0.00%,48.05%,51.95%
Il docente è reperibile per chiarimenti e spiegazioni?,,77,0,0,,29,,48,0.00%,0.00%,37.66%,62.34%
E' interessato/a agli argomenti trattati nell'insegnamento?,,77,2,6,,41,,28,2.60%,7.79%,53.25%,36.36%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,231930 - Nome insegnamento,,,,,,,,,,,
UD:,336207 - Nome modulo,,,,,,,,,,,
Docente:,585600 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,83,13,27,,37,,6,15.66%,32.53%,44.58%,7.23%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,83,1,14,,47,,21,1.20%,16.87%,56.63%,25.30%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,83,9,26,,36,,12,10.84%,31.33%,43.37%,14.46%
Le modalità di esame sono state definite in modo chiaro?,,83,3,13,,30,,37,3.61%,15.66%,36.14%,44.58%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,83,1,5,,32,,45,1.20%,6.02%,38.55%,54.22%
Il docente stimola/motiva l'interesse verso la disciplina?,,83,16,23,,35,,9,19.28%,27.71%,42.17%,10.84%
Il docente espone gli argomenti in modo chiaro?,,83,25,27,,28,,3,30.12%,32.53%,33.73%,3.61%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,83,2,13,,27,,41,2.41%,15.66%,32.53%,49.40%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,83,2,10,,40,,31,2.41%,12.05%,48.19%,37.35%
Il docente è reperibile per chiarimenti e spiegazioni?,,83,4,13,,40,,26,4.82%,15.66%,48.19%,31.33%
E' interessato/a agli argomenti trattati nell'insegnamento?,,83,0,8,,48,,27,0.00%,9.64%,57.83%,32.53%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,971970 - Nome insegnamento,,,,,,,,,,,
UD:,191295 - Nome modulo,,,,,,,,,,,
Docente:,880975 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,110,21,22,,36,,31,19.09%,20.00%,32.73%,28.18%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,110,3,10,,52,,45,2.73%,9.09%,47.27%,40.91%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,110,7,25,,42,,36,6.36%,22.73%,38.18%,32.73%
Le modalità di esame sono state definite in modo chiaro?,,110,4,8,,35,,63,3.64%,7.27%,31.82%,57.27%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,110,0,1,,25,,84,0.00%,0.91%,22.73%,76.36%
Il docente stimola/motiva l'interesse verso la disciplina?,,110,3,19,,40,,48,2.73%,17.27%,36.36%,43.64%
Il docente espone gli argomenti in modo chiaro?,,110,6,30,,47,,27,5.45%,27.27%,42.73%,24.55%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,108,4,9,,44,,51,3.70%,8.33%,40.74%,47.22%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,110,0,5,,47,,58,0.00%,4.55%,42.73%,52.73%
Il docente è reperibile per chiarimenti e spiegazioni?,,110,0,2,,17,,91,0.00%,1.82%,15.45%,82.73%
E' interessato/a agli argomenti trattati nell'insegnamento?,,110,2,10,,32,,66,1.82%,9.09%,29.09%,60.00%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,696682 - Nome insegnamento,,,,,,,,,,,
UD:,692863 - Nome modulo,,,,,,,,,,,
Docente:,804682 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,110,21,25,,29,,35,19.09%,22.73%,26.36%,31.82%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,110,3,11,,52,,44,2.73%,10.00%,47.27%,40.00%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,110,9,18,,43,,40,8.18%,16.36%,39.09%,36.36%
Le modalità di esame sono state definite in modo chiaro?,,110,6,10,,30,,64,5.45%,9.09%,27.27%,58.18%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,110,0,0,,30,,80,0.00%,0.00%,27.27%,72.73%
Il docente stimola/motiva l'interesse verso la disciplina?,,110,2,18,,45,,45,1.82%,16.36%,40.91%,40.91%
Il docente espone gli argomenti in modo chiaro?,,110,7,32,,42,,29,6.36%,29.09%,38.18%,26.36%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,107,4,7,,40,,56,3.74%,6.54%,37.38%,52.34%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,110,0,5,,49,,56,0.00%,4.55%,44.55%,50.91%
Il docente è reperibile per chiarimenti e spiegazioni?,,110,0,0,,24,,86,0.00%,0.00%,21.82%,78.18%
E' interessato/a agli argomenti trattati nell'insegnamento?,,110,1,11,,36,,62,0.91%,10.00%,32.73%,56.36%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,663259 - Nome insegnamento,,,,,,,,,,,
UD:,315071 - Nome modulo,,,,,,,,,,,
Docente:,649881 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,12,0,1,,3,,8,0.00%,8.33%,25.00%,66.67%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,12,0,0,,4,,8,0.00%,0.00%,33.33%,66.67%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,12,0,0,,5,,7,0.00%,0.00%,41.67%,58.33%
Le modalità di esame sono state definite in modo chiaro?,,12,0,1,,5,,6,0.00%,8.33%,41.67%,50.00%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,12,0,0,,2,,10,0.00%,0.00%,16.67%,83.33%
Il docente stimola/motiva l'interesse verso la disciplina?,,12,0,2,,4,,6,0.00%,16.67%,33.33%,50.00%
Il docente espone gli argomenti in modo chiaro?,,12,0,2,,5,,5,0.00%,16.67%,41.67%,41.67%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,12,0,1,,4,,7,0.00%,8.33%,33.33%,58.33%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,12,0,0,,2,,10,0.00%,0.00%,16.67%,83.33%
Il docente è reperibile per chiarimenti e spiegazioni?,,12,0,0,,2,,10,0.00%,0.00%,16.67%,83.33%
E' interessato/a agli argomenti trattati nell'insegnamento?,,12,0,1,,3,,8,0.00%,8.33%,25.00%,66.67%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,604693 - Nome insegnamento,,,,,,,,,,,
UD:,489377 - Nome modulo,,,,,,,,,,,
Docente:,588062 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,75,1,21,,40,,13,1.33%,28.00%,53.33%,17.33%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,75,1,10,,48,,16,1.33%,13.33%,64.00%,21.33%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,75,4,10,,38,,23,5.33%,13.33%,50.67%,30.67%
Le modalità di esame sono state definite in modo chiaro?,,75,0,2,,24,,49,0.00%,2.67%,32.00%,65.33%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,75,2,6,,23,,44,2.67%,8.00%,30.67%,58.67%
Il docente stimola/motiva l'interesse verso la disciplina?,,75,7,13,,44,,11,9.33%,17.33%,58.67%,14.67%
Il docente espone gli argomenti in modo chiaro?,,75,2,17,,44,,12,2.67%,22.67%,58.67%,16.00%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,75,0,7,,31,,37,0.00%,9.33%,41.33%,49.33%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,75,0,0,,39,,36,0.00%,0.00%,52.00%,48.00%
Il docente è reperibile per chiarimenti e spiegazioni?,,75,0,0,,43,,32,0.00%,0.00%,57.33%,42.67%
E' interessato/a agli argomenti trattati nell'insegnamento?,,75,5,15,,36,,19,6.67%,20.00%,48.00%,25.33%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,577856 - Nome insegnamento,,,,,,,,,,,
UD:,300500 - Nome modulo,,,,,,,,,,,
Docente:,428710 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
