336207,6,106,18.39622641509434
336207,7,106,15.09433962264151
336207,8,106,24.528301886792452
336207,9,106,23.39622641509434
336207,10,106,24.339622641509433
336207,11,106,22.641509433962263
191295,1,130,19.846153846153847
191295,2,130,23.46153846153846
191295,3,130,21.076923076923077
191295,4,130,26.384615384615383
191295,5,130,28.0
191295,6,130,24.384615384615383
191295,7,130,21.307692307692307
191295,8,130,26.076923076923077
191295,9,130,25.53846153846154
191295,10,130,27.76923076923077
191295,11,130,26.46153846153846
692863,1,128,20.390625
692863,2,128,23.671875
692863,3,128,22.265625
692863,4,128,26.171875
692863,5,128,27.1875
692863,6,128,24.296875
692863,7,128,21.796875
692863,8,128,25.546875
692863,9,128,25.15625
692863,10,128,27.96875
692863,11,128,25.78125
315071,1,16,23.75
315071,2,16,24.375
315071,3,16,25.625
315071,4,16,25.0
315071,5,16,24.375
315071,6,16,23.75
315071,7,16,23.75
315071,8,16,23.75
315071,9,16,24.375
315071,10,16,25.625
315071,11,16,25.625
489377,1,67,20.149253731343283
489377,2,67,21.044776119402986
489377,3,67,22.08955223880597
489377,4,67,25.223880597014926
489377,5,67,26.71641791044776
489377,6,67,17.16417910447761
489377,7,67,20.0
489377,8,67,24.17910447761194
489377,9,67,24.47761194029851
489377,10,67,24.776119402985074
489377,11,67,17.46268656716418
300500,1,59,19.83050847457627
300500,2,59,14.576271186440678
300500,3,59,19.322033898305083
300500,4,59,22.88135593220339
300500,5,59,24.74576271186441
300500,6,59,23.050847457627118
300500,7,59,25.593220338983052
300500,8,59,20.16949152542373
300500,9,59,24.406779661016948
300500,10,59,24.74576271186441
300500,11,59,21.52542372881356
184775,1,13,23.076923076923077
184775,2,13,20.0
184775,3,13,16.923076923076923
184775,4,13,25.384615384615383
184775,5,13,26.153846153846153
184775,6,13,10.76923076923077
184775,7,13,14.615384615384615
184775,8,13,21.53846153846154
184775,9,13,22.307692307692307
184775,10,13,22.307692307692307
184775,11,13,22.307692307692307
868846,1,25,19.6
868846,2,25,25.2
868846,3,25,24.4
868846,4,25,26.0
868846,5,25,25.2
868846,6,25,25.6
868846,7,25,26.0
868846,8,25,22.4
868846,9,25,25.6
868846,10,25,25.6
868846,11,25,25.6
706982,1,153,17.84313725490196
706982,2,153,22.745098039215687
706982,3,153,19.281045751633986
706982,4,153,24.11764705882353
706982,5,153,21.241830065359476
706982,6,153,18.562091503267975
706982,7,153,18.30065359477124
706982,8,153,22.091503267973856
706982,9,153,22.875816993464053
706982,10,153,24.77124183006536
706982,11,153,23.398692810457515
797488,1,156,16.21794871794872
797488,2,156,22.243589743589745
797488,3,156,18.012820512820515
797488,4,156,24.67948717948718
797488,5,156,24.55128205128205
797488,6,156,21.346153846153847
797488,7,156,18.525641025641026
797488,8,156,23.012820512820515
797488,9,156,23.076923076923077
797488,10,156,24.03846153846154
797488,11,156,23.58974358974359
792609,1,22,20.0
792609,2,22,20.90909090909091
792609,3,22,20.90909090909091
792609,4,22,25.0
792609,5,22,27.272727272727273
792609,6,22,21.818181818181817
792609,7,22,24.545454545454547
792609,8,20,23.0
792609,9,22,24.545454545454547
792609,10,22,26.818181818181817
792609,11,22,19.545454545454547
790481,1,25,19.6
790481,2,25,20.8
790481,3,25,19.2
790481,4,25,20.0
790481,5,25,23.6
790481,6,25,16.8
790481,7,25,18.8
790481,8,25,20.8
790481,9,25,22.0
790481,10,25,20.0
790481,11,25,20.8
647573,1,28,19.642857142857142
647573,2,28,25.0
647573,3,28,23.214285714285715
647573,4,28,25.0
647573,5,28,25.714285714285715
647573,6,28,15.714285714285714
647573,7,28,18.928571428571427
647573,8,28,20.714285714285715
647573,9,28,25.0
647573,10,28,25.357142857142858
647573,11,28,24.642857142857142
784849,1,20,21.0
784849,2,20,27.0
784849,3,20,19.5
784849,4,20,22.0
784849,5,20,25.5
784849,6,20,20.5
784849,7,20,20.5
784849,8,20,25.0
784849,9,20,22.0
784849,10,20,23.5
784849,11,20,23.5
276512,1,72,19.166666666666668
276512,2,72,22.36111111111111
276512,3,72,20.694444444444443
276512,4,72,24.02777777777778
276512,5,72,26.11111111111111
276512,6,72,24.305555555555557
276512,7,72,24.86111111111111
276512,8,72,19.86111111111111
276512,9,72,24.444444444444443
276512,10,72,24.86111111111111
276512,11,72,23.194444444444443
115531,1,20,24.5
115531,2,20,24.5
115531,3,20,23.0
115531,4,20,26.0
115531,5,20,25.0
115531,6,20,25.5
115531,7,20,23.5
115531,8,20,20.5
115531,9,20,24.0
115531,10,20,27.0
115531,11,20,27.0
989567,1,13,22.307692307692307
989567,2,13,23.076923076923077
989567,3,13,26.923076923076923
989567,4,13,28.46153846153846
989567,5,13,29.23076923076923
989567,6,13,30.0
989567,7,13,30.0
989567,8,13,26.923076923076923
989567,9,13,28.46153846153846
989567,10,13,28.46153846153846
989567,11,13,27.692307692307693
796944,1,14,18.571428571428573
796944,2,14,16.428571428571427
796944,3,14,20.714285714285715
796944,4,14,25.0
796944,5,14,26.428571428571427
796944,6,14,20.714285714285715
796944,7,14,19.285714285714285
796944,8,14,22.857142857142858
796944,9,14,22.142857142857142
796944,10,14,25.714285714285715
796944,11,14,22.857142857142858
474754,1,31,23.870967741935484
474754,2,31,24.516129032258064
474754,3,31,26.129032258064516
474754,4,31,27.096774193548388
474754,5,31,27.741935483870968
474754,6,31,26.129032258064516
474754,7,31,27.419354838709676
474754,8,29,24.482758620689655
474754,9,31,27.419354838709676
474754,10,31,27.419354838709676
474754,11,31,25.161290322580644
562380,1,28,21.428571428571427
562380,2,28,12.857142857142858
562380,3,28,17.142857142857142
562380,4,28,21.785714285714285
562380,5,28,16.428571428571427
562380,6,28,20.357142857142858
562380,7,28,19.642857142857142
562380,8,28,18.571428571428573
562380,9,28,21.428571428571427
562380,10,28,23.571428571428573
562380,11,28,20.714285714285715
554211,1,24,15.416666666666666
554211,2,24,12.916666666666666
554211,3,24,12.5
554211,4,24,19.583333333333332
554211,5,24,23.75
554211,6,24,17.916666666666668
554211,7,24,17.916666666666668
554211,8,24,13.75
554211,9,24,19.583333333333332
554211,10,24,16.25
554211,11,24,25.416666666666668
233554,1,23,18.26086956521739
233554,2,23,12.608695652173912
233554,3,23,16.08695652173913
233554,4,23,19.565217391304348
233554,5,23,23.043478260869566
233554,6,23,17.82608695652174
233554,7,23,18.26086956521739
233554,8,23,15.652173913043478
233554,9,23,20.434782608695652
233554,10,23,18.695652173913043
233554,11,23,24.347826086956523
825585,1,13,26.153846153846153
825585,2,13,23.846153846153847
825585,3,13,25.384615384615383
825585,4,13,27.692307692307693
825585,5,13,25.384615384615383
825585,6,13,26.153846153846153
825585,7,13,26.153846153846153
825585,8,13,25.384615384615383
825585,9,13,24.615384615384617
825585,10,13,26.153846153846153
825585,11,13,26.153846153846153
322813,1,13,20.0
322813,2,13,16.153846153846153
322813,3,13,20.0
322813,4,13,23.076923076923077
322813,5,13,26.153846153846153
322813,6,13,20.76923076923077
322813,7,13,20.76923076923077
322813,8,13,23.076923076923077
322813,9,13,24.615384615384617
322813,10,13,23.846153846153847
322813,11,13,21.53846153846154
845007,1,9,22.22222222222222
845007,2,9,22.22222222222222
845007,3,9,25.555555555555557
845007,4,9,28.88888888888889
845007,5,9,28.88888888888889
845007,6,9,25.555555555555557
845007,7,9,28.88888888888889
845007,8,9,21.11111111111111
845007,9,9,27.77777777777778
845007,10,9,26.666666666666668
845007,11,9,27.77777777777778
613804,1,122,18.524590163934427
613804,2,122,21.9672131147541
613804,3,122,20.16393442622951
613804,4,122,24.18032786885246
613804,5,122,23.934426229508198
613804,6,122,20.491803278688526
613804,7,122,22.21311475409836
613804,8,122,21.80327868852459
613804,9,122,24.18032786885246
613804,10,122,24.59016393442623
613804,11,122,20.16393442622951
261997,1,14,22.857142857142858
261997,2,14,21.428571428571427
261997,3,14,20.714285714285715
261997,4,14,20.0
261997,5,14,25.714285714285715
261997,6,14,20.0
261997,7,14,19.285714285714285
261997,8,14,26.428571428571427
261997,9,14,22.857142857142858
261997,10,14,23.571428571428573
261997,11,14,23.571428571428573
980971,1,18,21.11111111111111
980971,2,18,20.555555555555557
980971,3,18,23.333333333333332
980971,4,18,24.444444444444443
980971,5,18,26.666666666666668
980971,6,18,18.88888888888889
980971,7,18,18.88888888888889
980971,8,18,23.88888888888889
980971,9,18,23.88888888888889
980971,10,18,21.666666666666668
980971,11,18,24.444444444444443
232137,1,6,23.333333333333332
232137,2,6,26.666666666666668
232137,3,6,23.333333333333332
232137,4,6,23.333333333333332
232137,5,6,20.0
232137,6,6,21.666666666666668
232137,7,6,25.0
232137,8,5,28.0
232137,9,6,23.333333333333332
232137,10,6,26.666666666666668
232137,11,6,28.333333333333332
465276,1,96,19.375
465276,2,96,21.041666666666668
465276,3,96,18.541666666666668
465276,4,96,22.395833333333332
465276,5,96,25.625
465276,6,96,15.0
465276,7,96,16.354166666666668
465276,8,96,19.6875
465276,9,96,23.020833333333332
465276,10,96,21.5625
465276,11,96,24.479166666666668
782229,1,17,25.88235294117647
782229,2,17,26.470588235294116
782229,3,17,24.11764705882353
782229,4,17,26.470588235294116
782229,5,17,25.294117647058822
782229,6,17,25.294117647058822
782229,7,17,26.470588235294116
782229,8,17,21.764705882352942
782229,9,17,26.470588235294116
782229,10,17,27.058823529411764
782229,11,17,24.705882352941178
